0.25047153,0.6759656,0.99813354,0.45954573,0.80944407,
0.026405156,0.94043666,0.12155986,0.12411833,0.20899987,
0.13392574,0.6494634,0.860438,0.5300426,0.06006199,
0.18207163,0.41071826,0.1067422,0.71181995,0.5139426,
0.026816964,0.41895324,0.033574224,0.35184932,0.3556429,
0.7317457,0.003005445,0.66054714,0.5861788,0.383223,
0.5206121,0.28514236,0.65268373,0.6447656,0.060070038,
0.5502868,0.5491957,0.28765905,0.082151294,0.25600123,
0.04795152,0.29530323,0.031407,0.18362486,0.27113372,
0.35423303,0.94425833,0.1462487,0.84274226,0.50214607,
0.23361522,0.30116934,0.7985508,0.22405857,0.32385075,
0.3541683,0.8040067,0.19984138,0.12535334,0.42056096,
0.31383133,0.9357414,0.5556148,0.7018697,0.016311109,
0.08035809,0.8428555,0.041805744,0.80815256,0.21696353,
0.32479125,0.20526415,0.52194273,0.5328513,0.508729,
0.35606104,0.36236113,0.61248696,0.28213882,0.1090582,
0.2926438,0.09179366,0.079264104,0.60188365,0.8384908,
0.1583044,0.86025846,0.5902404,0.15419984,0.618522,
0.384646,0.5657609,0.5224461,0.3131082,0.23741543,
0.28480375,0.20274973,0.665156,0.09682256,0.7493596,

